name
"Access Admin Pages"
"Access Permissions Admin Page"
"Access Roles Admin Page"
"Access Users Admin Page"
"Create User"
"Create Permission"
"Create Role"
"Create User Profiles"
"Create Own User Profile"
"Delete Permissions"
"Delete Roles"
"Delete Users"
"Delete User Profiles"
"Delete Own User Profile"
"Edit Permissions"
"Edit Roles"
"Edit Users"
"Edit User Profiles"
"Edit Own User Profile"
"View Permissions"
"View Roles"
"View Users"
"View User Profiles"
"View Own User Profile"
"Register"
